name,blurb,goal,campaign_duration,latitude,longitude,category,subcategory,outcome,days_to_success,Category+Subcategory
"BankStop, a Covered Bus Shelter at Republic Bank on Euclid","Whimsical bus shelter sponsored by Columbia Heights NA, designed by Patrick Morgan, inspired by the host site at Republic Bank.",10000,58.83584491,38.040584,-84.503716,art,public art,1,58.83619213,art_public art
Within the Fear (A Short Film),True LOVE conquers FEAR,2000,40,37.634024,-79.450314,film & video,thrillers,1,40.00003472,film & video_thrillers
Embarazada y descalza,I will walk the Camino de Santiago barefoot and silent as a performance art piece meditating on the concept of â€œbarefoot and pregnantâ€.,3000,30,40.416775,-3.70379,art,performance art,1,30,art_performance art
High altitude balloon up to 115.000 feet,"We will send a weather balloon with payload to near space and make pictures. 

Also, we add some measure hardware to the payload.",1250,30,52.663053,5.598946,technology,space exploration,0,0,technology_space exploration
The Last Scene (A Documentary),Help us create the 'definitive' film about Punk and Emo at the Dawn of a New Millennium,10000,32.35730324,34.052234,-118.243685,film & video,documentary,1,32.35730324,film & video_documentary
Scary Redneck Costume,I'm trying to get funding for my performance piece taking place at an St. Louis Halloween party playing the psychical form of the city,700,59.10771991,38.627003,-90.199404,art,performance art,0,0,art_performance art
The Great Recession Whores,"Recession Whores is a web series about 2 friends who lose thier jobs in the recession, so they pimp themselves out thru the internet.",2500,40,40.712775,-74.005973,film & video,webseries,1,40,film & video_webseries
The Fuzzies,"A gravity-defying game from the creators of Wavelength, The Mind, and Monikers.",10000,31,40.678178,-73.944158,games,tabletop games,1,31.00001157,games_tabletop games
Auraganic Juicery + Nourishing Foods,"Raising consciousness and awareness in order to live the most fulfilling life possible, starting with what we put into our body.",18000,30,33.989819,-117.732585,food,vegan,1,30.00001157,food_vegan
8STATIC FEST AND FUTURE,8static needs YOUR help to make 8static Festival the best live Chip Music event Philadelphia has ever seen!,10000,30,39.952584,-75.165222,music,electronic music,1,30,music_electronic music
The Game Over Cafe,"Gamer-friendly establishment offering quality coffee and coffee beverages, delicious tea, snacks, and sandwiches.",10000,60,35.04563,-85.30968,food,events,0,0,food_events
Apocalypsis,An Animated Adaptation of The Last Church,2200,29.14710648,28.6,-81.339235,film & video,animation,1,29.14710648,film & video_animation
Ghost Pepper - Summer 2015 Tour (Puerto Rico and Colorado),Ghost Pepper is an Indie-Rock trio of students from Berklee College of Music. We will tour in Puerto Rico and Colorado in Summer 2015!!,7000,59.95833333,42.360082,-71.05888,music,indie rock,1,59.95835648,music_indie rock
Absolute Zero: A fun math card game with integers,A card game to promote math fact fluency with integers. Play 4 different games with one deck with positive and/or negative numbers.,1400,31.64586806,33.448377,-112.074037,games,playing cards,1,31.64587963,games_playing cards
"Manifest ""A Negroe's Spiritual""","Kara Mack, a singer, dancer, and artist from South Carolina, is raising funds to create her debut LP ""A Negroe's Spiritual"".",2500,30,34.052234,-118.243685,music,world music,0,0,music_world music
Help me participate as an artist in the RAW Showcase!,"I create deerskin leather wrapped jewelry from rocks and minerals that are still in their rough, natural state.",300,23.24149306,30.267153,-97.743061,fashion,jewelry,1,23.24149306,fashion_jewelry
"ACTION FORCE - 1:12 (6"") Scale Military Action Figures","Valaverse brings you the next era of 6"" (1:12 scale) premium action figures with its flagship line, Action Force.",99000,30.50489583,41.779823,-71.43728,design,product design,1,30.50489583,design_product design
Sun River Equine Youth Ranch Winter Feed and Care,Your contribution will help Sun River Equine feed and maintain all our awesome program horses throughout the winter season.,1000,30,43.578817,-116.55978,food,farms,1,30,food_farms
OLÃ‰ OLÃ‰ | Football Art Posters,Get your football poster back on the wall!,20000,25.65861111,55.676097,12.568337,art,illustration,1,25.65861111,art_illustration
Eurobeat Kudos 2020,"Support the production of the new Eurobeat Kudos compilation, featuring 12 new and unreleased songs!",15000,40,45.052237,7.515389,music,pop,1,40,music_pop
FLY Concierge: NYC Food Finder App,"A tourist friendly App to instantly find the coolest places near you to eat, drink or play.",1000,30,40.712775,-74.005973,technology,apps,0,0,technology_apps
Amma's Kitchen: A Sri Lankan Heritage Cookbook,"Amma's Kitchen is a Sri Lankan heritage cookbook inspired by my family's genuine hospitality, their cooking, and love for good food.",35000,30,34.052234,-118.243685,food,cookbooks,0,0,food_cookbooks
Tales of Terror,"A horror anthology comic book that's a mix of comedy, horror, and action. Varied characters and a mix of monsters and other frights.",800,60,36.169941,-115.13983,comics,anthologies,1,60,comics_anthologies
Bring Aloha Moe's to Orange County!!,"Aloha Moe's Plate Lunch Truck wants to bring our ""Ono Kine, Island Grindz"" to OC. Help us make our dream come true!!",10000,29.95833333,33.787914,-117.853101,food,food trucks,0,0,food_food trucks
The Diplessbrush,"Are you or someone you know interested in new technology?\r
This is the newest innovation in paintbrushes. Saving you time and money,",15000,60,42.360082,-71.05888,technology,gadgets,0,0,technology_gadgets
"Captains of Industry: Help fund our 1st CD, SAIL ON",Drums/guitar duo CAPTAINS OF INDUSTRY invite you to be a backer for 1st CD!,2500,29.95833333,40.899618,-73.908828,music,jazz,1,29.95833333,music_jazz
Life Without Color - Documentary,"A film about color-blindness and the human condition, showing that glory is saved for those who donâ€™t give up.",30000,35,30.267153,-97.743061,film & video,documentary,1,35,film & video_documentary
Wype - The Desktop Snack Rag,"The Wype is the worldâ€™s first desktop snack rag, specially designed to keep your hands and fingers clean as you snack at your computer.",15000,35,40.233844,-111.658534,games,gaming hardware,0,0,games_gaming hardware
October Night Games,"October Night Games is a digital tabletop game for 1â€“6 players about witches, vampires, dark magic, unspeakable cults, dogs and cats.",5000,30,52.520007,13.404954,games,video games,1,30,games_video games
Cosmos,"An ambitious engineer builds a time machine, but must choose between saving the world or the girl of his dreams as power consumes him.",3000,25.04166667,28.039465,-81.949804,film & video,narrative film,1,25.04168981,film & video_narrative film
"""Boo"" - A Comedic Short Film",A comedic short film from Writer/Director AJ Berna with a hilarious cast and crew!,7000,14,34.052234,-118.243685,film & video,comedy,1,14.00001157,film & video_comedy
"THE WORLD, SHE COMES - The Album","The soundtrack album to a set of fantastical, immersive performance art experiences.",2222,45,52.520007,13.404954,music,electronic music,1,45,music_electronic music
Metamorphosing and Disarranging : Cycle,Metamorphosing and Disarranging: Cycle is an installation focusing on the relationship between the lunar and menstrual cycles.,1000,15,41.661128,-91.530168,art,installations,1,15.00001157,art_installations
Humanist Connection Secular Service in Silicon Valley,Humanist Connection is launching our Secular Service Project. We hope you join us in helping LGBT homeless youth in Silicon Valley.,50000,37.60115741,37.774929,-122.419415,food,food trucks,0,0,food_food trucks
MILLIONAIRES First Full Length Album!,We are an unsigned band that's looking to record our FIRST FULL LENGTH ALBUM & would LOVE your help! xoxo,10000,30,33.659484,-117.998803,music,pop,1,30.00001157,music_pop
Paris Love Conspiracy,"An American vlogger moves to Paris in search of a camgirl in this millennial short about digital identity, love, and surveillance.",10000,30,48.856614,2.352222,film & video,shorts,1,30,film & video_shorts
Beverage Farming at its Finest,"A partnership to create unique, imaginative and quality farm products, food, and small-batch beverages.",10350,30,42.441739,-76.032147,food,farms,1,30.00002315,food_farms
The America I Knew,This is a book all Americans should read immediately. We are witnessing the fall of greatness to the hands of modern day communism!,3000,29.95833333,25.76168,-80.19179,publishing,academic,0,0,publishing_academic
Unicorn,A magical LGBTQ short film about pride,3500,16.11107639,40.728224,-73.794852,film & video,shorts,1,16.11107639,film & video_shorts
Serendipi*TEA Books,"A quaint book store, perfect for relaxing with a cuppa tea",300000,30,28.022243,-81.732857,journalism,print,0,0,journalism_print
Daniel Medina LIVE in the USA! East Coast Tour! Jan-Feb 2013,"DANIEL MEDINA (Spain) crosses the Atlantic for solo gigs in USA. Medina founded the popular indie-rock band GRAVITY in Krakow, Poland.",675,25.97449074,40.712775,-74.005973,music,indie rock,1,25.97449074,music_indie rock
Amy Ors - The marvellous high heels based on men's feet,Presenting the high heels collection made from a shoe mould based on men's feet. Top fashion shoes for a diverse world.,10125,29.04179398,38.476486,-0.796593,fashion,footwear,0,0,fashion_footwear
Fullmetal Alchemist Winry Pin,Excited Winry From Fullmetal Alchemist Anime Cute Enamel Pin & Sticker,300,18,50.715559,-3.530875,fashion,accessories,1,18,fashion_accessories
"KITES Debut EP - ""Someday""","We are recording five new original songs! With your help we can release our very first EP titled ""Someday"".",4200,30,30.166883,-96.397744,music,pop,0,0,music_pop
Oklahomo: Enforcer of Justice,"An epic musical tale of oversized men in undersized spandex who save Earth from the forces of evil, and totally rock your world.",65000,45,40.712775,-74.005973,theater,musical,0,0,theater_musical
Kroese Audiobook Library,"I will be producing audio versions of four of my novels: Schrodinger's Gat, Mercury Shrugs, City of Sand, and Aye, Robot.",2000,14,42.96336,-85.668086,publishing,fiction,1,14,publishing_fiction
Two Time Travelling Geeks,Two Time Travelling Geeks is a comic book adventure comedy that is a mix between Bill & Ted's Excellent Adventure and Quantum Leap.,1750,30,43.653226,-79.383184,comics,comic books,1,30.00002315,comics_comic books
Nirvana Threads - Spiritual Clothing That Gives Back,Enlightened Clothing for Men and Women. You Pick the Style. You Pick the Color. You Pick the Design. You Pick the Charity.,4000,31,34.052234,-118.243685,fashion,apparel,1,31,fashion_apparel
Wireless Robotic Interface For Radio Controlled Cars,This circuit board is an Arduino shield that lets you turn your radio-controlled car into a robot.,1500,30,38.627003,-90.199404,technology,robots,0,0,technology_robots
Virtual Concierge,"Virtual in-room concierge 
This feature is a prototype hologram of a human person that would communicate with the hotel visitor.",50000,44.95833333,41.878114,-87.629798,technology,software,0,0,technology_software
Nuallan - Cape Breton Gaelic Dance Piping,A new group of Cape Breton pipers which promotes Gaelic-dance piping. A unique style developed in CB over the past 200 years!,6000,30,46.248685,-60.851817,music,country & folk,1,30.00001157,music_country & folk
PROJECT22 - MICROFEST - AUTISM & SPECIAL NEEDS ISLAND - UAE,THIS IS PROJECT22  MUSIC CONCERTS BY MICROFEST - RAISING FUNDS TO PURCHASE AND FUND AUTISM & SPECIAL NEEDS WELL-BEING ISLAND - DUBAI,100000,60.020625,25.204849,55.270783,music,world music,0,0,music_world music
Animated Series: The Ninety-Two Social Club | Pilot Video,"The Ninety-Two Social Club is an animated series geared towards showcasing the duel lives we all live, with a focus on mental health.",10000,59.95833333,41.49932,-81.694361,film & video,animation,0,0,film & video_animation
Chillzie: The Revolutionary New Way to Precisely Chill Wine,"Chillzie is the simplest, fastest, most precise way to chill beverages to their ideal drinking temps, chills 12x faster than a fridge",2500,40,41.137013,-77.446926,design,product design,1,40,design_product design
Wooden M&M Dispenser,"Wooden M&M Dispenser! Made with pine wood and Ball glass jars. Homemade, handcrafted!",1000,14,39.924227,-83.808817,crafts,woodworking,0,0,crafts_woodworking
PIECES: A modern exploration of fairytale,Copilot Press is publishing as an arts practice. Each book is a collaboration between content and designer.,500,45.04166667,38.581572,-121.4944,publishing,art books,1,45.04166667,publishing_art books
Hey Girl Music Shoot Wardrobe Fund,I need YOUR help with funding wardrobe for the Hey Girl music video shoot on Oct 27th. If only 15 people donate $5 we will make goal.,135,2.112372685,32.35126,-95.301062,music,hip-hop,1,2.112523148,music_hip-hop
Submarine Base Defender (IOS Version),"Submarine Base Defender is a classic arcade game where you have to defend against waves of enemies.
Android version already live.",110,30,51.507218,-0.127586,games,mobile games,0,0,games_mobile games
La ludothÃ¨que des Baronnies et notre FÃªte Mondiale du Jeu,Le 27 Mai 2017 a lieu la journÃ©e Mondiale du Jeu. Toute la journÃ©e nous allons jouer. Le thÃ¨me? La coopÃ©ration!,800,45,44.276186,5.27413,games,live games,1,45,games_live games
"Almataha's 12"" Vinyl Album Presale",Almataha will be releasing our debut album on wax! This is the official presale campaign for the record!,3000,30,39.739236,-104.990251,music,punk,0,0,music_punk
"""4:33"" Cortometraje de titulaciÃ³n de la ENAC","Mi tesis fÃ­lmica de la ENAC (Antes CUEC)  titulada ""4:33"". Hemos olvidado escuchar y si uno no escucha, no puede cambiar su mundo.",30000,30,30.840634,-115.283759,film & video,shorts,1,30,film & video_shorts
A Place to Belong: Children's book,A beautiful children's book filled with rhyme & repetition for readers of all ages. Written and illustrated by Rebekah Rocca.,2000,35.95075231,-34.928499,138.600746,publishing,children's books,1,35.95082176,publishing_children's books
Flip Grip,Unlock vertical-mode gaming on the Nintendo Switch.,42500,18.37054398,32.222607,-110.974711,games,gaming hardware,1,18.37054398,games_gaming hardware
Listen,"A journalistic video series about (actually) actively listening to others from around the world, before we even start the conversation.",8000,52.88409722,40.712775,-74.005973,journalism,video,0,0,journalism_video
My Blue Mariposa - A Bilingual Children's Book,"Explore the colorfully beautiful Costa Rican jungle, flowers, butterflies, and Spanish in these two bilingual children's books.",1986,32.57204861,46.732387,-117.000165,publishing,children's books,1,32.57207176,publishing_children's books
World War 2 Rush,A deep conflict between Allies and Axis Powers has finally got into the war of nations! It's time to defend in this epic tower defense!,10000,30,33.836593,-117.914301,games,mobile games,0,0,games_mobile games
"The Bovary Complex, A Teenage-Made Film","A short film written, directed, and starred by 17 year olds trying to learn the craft.",1000,23.00118056,41.49932,-81.694361,film & video,narrative film,1,23.0012037,film & video_narrative film
Neur-O Film,"Neur-O is the story about Ann and a hobo named Marcus who must save humanity from the latest and greatest advanced gadget, the Neur-O.",450,26.23763889,41.223,-111.97383,film & video,science fiction,1,26.23778935,film & video_science fiction
"Neon Leather Bow Ties, Glowing in the Dark | OTTO",OTTO bow tie will not allow you to be less bright than you can beðŸ’¡,1000,38.1121875,50.4501,30.5234,design,product design,1,38.1121875,design_product design
Samedi - Voodoo playing cards by USPCC,A custom deck of premium Voodoo-themed playing cards,12700,30.04166667,47.606209,-122.332071,games,playing cards,1,30.04166667,games_playing cards
Ananko:Turn Your iPad Into A MacBook,"I designed a protective case with a Bluetooth keyboard and trackpad. It can make an iPad instantly become a MacBook, so amazing.",100,30,22.258759,114.19107,technology,gadgets,1,30,technology_gadgets
Deluxe Air - Air Combat Simulator,Help us publish our game to Steam and fund new employee's so that we can continue to publish the game for free and keep developing.,500,60,53.480759,-2.242631,games,live games,0,0,games_live games
"Tremendously Beautiful Art, a book by @TrumpArtHistory","A beautiful coffee table book of tremendous insights about the history of art from the world's greatest self-promoting art ""historian"".",10000,39.57171296,37.774929,-122.419415,publishing,art books,0,0,publishing_art books
"Heart Cafe: Stir your soul with local food, friends, culture","Heart Cafe will offer a delicious locally-sourced menu including organic, gluten-free, and vegan options for breakfast, lunch and more.",8860,32.66364583,40.037875,-76.305514,food,restaurants,1,32.66364583,food_restaurants
Gary's Deliveries,"Hey, how are you? I'm Gary and I Deliver food from your favorite restaurant. Help me deliver to you. Support Gary's Deliveries.",100000,30,29.760427,-95.369803,food,restaurants,0,0,food_restaurants
COMUNITYmade shoes,Premium shoes.  Handcrafted in Los Angeles.  Helping build a community.,30000,35,34.052234,-118.243685,fashion,footwear,1,35,fashion_footwear
EQUINOX ISSUE 03 & 04!! - Fantasy Sci Fi Adventure,This is a Manga/Western comic book hybrid style Graphic Novel.  It is 32 pages of Sci Fi Fantasy Epic storytelling in Magazine size!,2500,29.95833333,45.515232,-122.678385,comics,graphic novels,1,29.95833333,comics_graphic novels
IAMMAI: The Coolest Work Out Shirt You Will Ever Own.,American made performance apparel that outperforms the top 3 leading brands in the world. It's time to demand more.,24000,35.6524537,34.052234,-118.243685,fashion,apparel,1,35.6524537,fashion_apparel
Troc.me â€“ Swap your skills,The whole portal which promotes the concept of barter equal exchange of skills and abilities,12000,40,40.851798,14.26812,technology,apps,0,0,technology_apps
Covi: Stay Home. Gain Points. Earn Rewards.,Loyalty app that rewards users who practice social distancing and self isolation with promotions on delivery and streaming services.,2000,16,34.180839,-118.308966,technology,apps,1,16.00002315,technology_apps
Bacon World,Imagine a restaurant where everything is made from bacon. What about a bacon buffet? The possibilities are endless if we work together!,5000,30,27.950575,-82.457178,food,bacon,0,0,food_bacon
ArkWorld: Vol. 2,"More is revealed about humanityâ€™s mysterious past, the lost advanced civilization that once ruled Earth, and its ties to the present.",5000,30.49947917,41.878114,-87.629798,comics,comic books,1,30.49949074,comics_comic books
COVID-19 Art Ads,"Billboard campaign on Goldsmith Avenue using creativity to champion community within Portsmouth. 
Spreading support, not infection.",3000,8.335775463,50.819767,-1.087977,art,public art,1,8.335775463,art_public art
3d Printable Gaming Greeblies (STL Files),I am offering sets of data for 3d printing at home for personal use. I'm producing some art work and here share the STL files.,500,30,52.28519,-1.520079,games,gaming hardware,0,0,games_gaming hardware
A new revolutionary Theory and Harmony Music Book,"Latin Grammy Nominee and Steinway Artist, writes a second Music Theory Book, based on his new and revolutionary harmonic approach.",8200,25,40.764357,-73.923462,publishing,academic,1,25.00041667,publishing_academic
Over the Top Pop - Fun Gourmet Popcorn with a Healthy Twist,Over the Top Pop is a handcrafted high quality snack. Raising funds for larger equipment and upcoming retail shop for kids/families.,40000,45,39.739236,-104.990251,food,small batch,0,0,food_small batch
Downey Brewing Company (Brewery Located in Dearborn MI),Three members of the Downey clan need some help to brew the best beer in The Great Beer State.,25000,30,42.32226,-83.176314,food,drinks,1,30,food_drinks
Semi colon â™¥ Enamel flower pin collection with extras!,A series of flower enamel pins with a hidden semicolon to help remind you to keep going and take care of your mental health.,170,28.41450231,50.9097,-1.404351,art,illustration,1,28.41451389,art_illustration
Highways To Zion,"A Psalm album, in honor of Judah Soles, 1994-2014.",10000,30,55.170713,-118.788446,music,faith,1,30.00001157,music_faith
The BCCO/NYC Student Musicians Project,We're commissioning a piece by Harris Eisenstadt for NY student drummers to perform with the Brooklyn Conservatory Community Orchestra.,6000,60,40.678178,-73.944158,music,classical music,1,60.00032407,music_classical music
Secret tube,Compact storage for your secrets,500,16,40.712775,-74.005973,crafts,stationery,1,16.00002315,crafts_stationery
Grammy Nominee Geoffrey Keezer's New Jazz Album,Help fund the newest album by multiple GRAMMYÂ®-nominated jazz pianist Geoffrey Keezer. Buy an advance copy or get some great perks too.,35000,45,34.052234,-118.243685,music,jazz,1,45,music_jazz
JUKEBELLSâŽªThe Video Mapping Project,"A video mapping that turns the belfry into the biggest jukebox in the world, both playing AND displaying your requested song!",12000,24.53527778,50.85034,4.35171,art,digital art,0,0,art_digital art
Child GPS,Child GPS (Patent Pending) is the World's first lockable bracelet GPS that can locate an abducted Child within 3 feet of accuracy.,80000,30,43.089558,-79.084944,technology,wearables,0,0,technology_wearables
"Limited Edition Art Apparel: ""Arkado"" Tee","A limited edition art tee featuring ""Arkado,"" a celebration of the classic video game arcade as drawn by Kyle Kubik.",1900,30,40.825654,-73.202614,fashion,apparel,1,30,fashion_apparel
The Sierra Adventure - The Story of Sierra On-Line,"""The Sierra Adventure"" is a non-fiction book about the early giant of computer gaming, Sierra On-Line.",7600,30,-23.37862,150.508889,publishing,nonfiction,1,30,publishing_nonfiction
LOGICIEL ORIGAMI ASSISTÃ‰ PAR ORDINATEUR,"RÃ©aliser des modÃ¨les origamis par ordinateur, de faciliter la schÃ©matisation des diagrammes
Le logiciel permet un sÃ©quenÃ§age animÃ©.",10000,60,47.003133,1.681909,art,digital art,0,0,art_digital art
Abigail's Adventures - An angelic journey,This is the story of a sweet girl named Abigail and the amazing adventures that she experiences with her angel friends Kiky & Woodi.,1500,30,43.156578,-77.608846,publishing,children's books,1,30,publishing_children's books
Sundered - A horrifying fight for survival and sanity,Sundered is a replayable metroidvania from the â€‹creators of â€‹â€‹Jotun. Resist or embrace.,25000,31.2562037,45.501689,-73.567256,games,video games,1,31.2562037,games_video games
GOMI - Portable Chargers That Clean The Planet â¤ï¸,High-Performance Portable Chargers - powered by repurposed batteries and handmade from â€˜non-recyclableâ€™ plastic waste,4000,30,50.82253,-0.137163,design,product design,1,30,design_product design
VSSL Flask Light,"VSSL (pron. vessel) Flask is the world's first, nearly indestructible, dual mode flashlight designed to safely hold your booze.",25000,31.11952546,49.282729,-123.120738,food,drinks,1,31.1196875,food_drinks
Heart the Arts Summer Festival,"Bridging the gap between the community and artist by offering FREE summer concerts, film, and dance performances in Phoenix, Arizona.",100000,30,33.448377,-112.074037,art,performance art,0,0,art_performance art
Westward the Tide -  New album produced by Joshua James,Become an essential part of Westward the Tide's first full length album.,6500,30,40.760779,-111.891047,music,indie rock,1,30.00002315,music_indie rock
Dreamtime,"Songs to record -Air Balloons, Fences, Beautiful Mystery, Summer Porch, Anastasia, Journey.",1750,13.90842593,39.290385,-76.612189,music,country & folk,1,13.9084375,music_country & folk
Welcome to Macintosh: Season 3,"A highly-produced storytelling podcast about Apple and the community around it. 10 brand new episodes, coming Summer 2017.",10000,31.32167824,29.760427,-95.369803,journalism,audio,1,31.32168981,journalism_audio
My First Solo Art Show,"I use photography to paint the world the way I see it. This is my chance to truly share it with people, like you!",600,46.86200231,32.735687,-97.108066,art,mixed media,1,46.86200231,art_mixed media
Holy Water,"A priest at a crossroads of identity and self-acceptance, struggles to come to terms with his past.",18111,33.5415162,34.052234,-118.243685,film & video,shorts,1,33.5415162,film & video_shorts
UKopia | a new species of wildlife park,"Bringing a new species of Wildlife Park / Zoo to Greater Manchester.  Innovation, Protection, Conservation, Fun.  A unique concept.",1000000,30,53.457595,-2.157838,design,interactive design,0,0,design_interactive design
Sembene Across Africa,"Join the largest community screening in history, featuring a film about ""the father of African cinema,"" shown in every African nation.",14500,24,14.716677,-17.467686,film & video,documentary,1,24,film & video_documentary
Youbble Burza,A fun 3-in-1 strategic interactive board game for anyone looking to liven up get togethers & crank up parties or game nights!,15000,60,38.969555,-77.386098,games,tabletop games,1,60,games_tabletop games
TWINE - IT'S BACK,A new way for hanging your clothes,2000,20,45.464204,9.189982,design,product design,1,20,design_product design
Can-You-Find.ME  - Where Names and T-shirts Collide,Ever want your name on a T-Shirt? Support the Can-You-Find.Me project and you can find your name on a T-Shirt,1500,20,44.763057,-85.620632,design,graphic design,0,0,design_graphic design
"""How to Ship a Giraffe"" Children's Board Book","Inspired by a trip to the Elmwood Park Zoo, a fun story imagining how animals could have traveled to the zoo.",2500,19.18422454,40.256213,-75.463788,publishing,children's books,1,19.18423611,publishing_children's books
Davey Tankard - First Draught EP,"Davey Tankard's First ever recorded studio album! You asked for it, You're gettin' it! All the nonsense and nautical you can stomach!",390,30,34.052234,-118.243685,music,country & folk,1,30.00001157,music_country & folk
What is your POWER - Enamel Pin Series!,A Super Power Enamel Pin Set.,370,30,41.137013,-77.446926,art,mixed media,0,0,art_mixed media
Duende: Bethesda Requiem CD,News reports and Dallas Police field recordings create a soundscape from the JFK assassination in Dealey Plaza on 22nd November 1963,200,60,52.240477,-0.902656,music,electronic music,1,60,music_electronic music
Chez Anh - A Light Eats Cafe,"A cute Vietnamese / French cafe and dessert lounge serving light dishes: subs, soups, noodle bowls, cakes, specialty coffee and tea.",3000,7,45.42153,-75.697193,food,restaurants,1,7.000011574,food_restaurants
Apotheosis Anthology,Apotheosis â€“ Stories of human survival and defiance in a world subjugated by the Elder Gods.,1890,30,47.606209,-122.332071,publishing,anthologies,1,30,publishing_anthologies
Nero's Adventure - Mobile Game,"a Run through game where Nero, the character, explores the worlds and collects the eggs that have been taken. Can you help him?",5000,45,52.991985,6.946222,games,mobile games,0,0,games_mobile games
Sixth Annual Concert of Music by Bill Robinson,This is to fund the sixth annual concert (with recording) of my compositions at Meredith College in Feb. 2015.,2000,30,35.77959,-78.638179,music,classical music,0,0,music_classical music
Super Thin 15W Wireless Charger. Works with your case.,"Impossibly thin, 15W fast charging, Qi compatible, works with your case. Designed and made by Carved.",10000,30,41.681208,-85.965625,design,product design,1,30.00001157,design_product design
Voices for Biodiversity,Funding biodiversity voices and stories from around the globe.,10000,30,35.994033,-78.898619,journalism,web,1,30,journalism_web
Culinary Skate Art Adventure Cookbook,"Lipslide Grindz is a collaboration of Kind Grindz or Culinary goodness, Skateboarding, Roller Skates, Amazing Art and Rad Friends.",1000,60,36.974117,-122.030796,publishing,art books,0,0,publishing_art books
Moondog-Graphic Novel,"A graphic novel based on the unusual life of my dog, Rico, who died last year.",1500,45,43.762307,-69.320324,publishing,children's books,1,45,publishing_children's books
Learner Hub Booking System,L Hub will work similar to uber in linking learner licenced holders with car owners and supervisor  drivers.,15000,60,-27.470453,153.026034,technology,software,0,0,technology_software
La Ãºltima y nos vamos Shortfilm,"A musical inspired in the golden age of mexican cinema. \r
\r
Un musical ranchero inspirado en los aÃ±os 50, la Ã©poca dorada del cine.",60000,33.92390046,20.588793,-100.389888,film & video,shorts,1,33.92391204,film & video_shorts
Set of 20 left-wing / liberal button badges.,"Anti-racist, LGBT, feminist, socialist and more.",28,7,-37.813628,144.963058,fashion,accessories,1,7,fashion_accessories
ALWAYS WANT MORE,ALWAYS WANT MORE is an urban love storyâ€”think Love Jones meets Freedom Writers meets New Jack City.,5000,30,43.156578,-77.608846,publishing,fiction,1,30,publishing_fiction
Help Build the Smart Album!,"Help us port our iOS app-The Band Famous-to Android; finish our new album ""Awakening""; film a music video; & give it all to the world!",30000,56.48491898,40.78306,-73.971249,music,electronic music,0,0,music_electronic music
PlayOffs 2018: Audience Favorites Showcase,PCSF proudly presents its award-winning annual anthology of short plays by local playwrights.,2000,31.40591435,37.774929,-122.419415,theater,plays,1,31.40591435,theater_plays
Call of the Void: An action-horror LARP,Call of the Void is an action-horror live-action role-playing game set in the Oregon Country of 1860s America.,4000,30,48.751911,-122.478685,games,live games,0,0,games_live games
"""Hello, World!"" - Modern Biotechnology for High Schools","A biologist, an industrial designer, and an engineer team up and build a â€œHello, World!â€ kit to teach high schoolers how to invent with DNA.",10000,66.32886574,42.280826,-83.743038,technology,hardware,1,66.32896991,technology_hardware
helping my mom open a bakery to do what she does best,"opening a bakery for my mom, she is very talented and will be successful for sure. people have been buying from her for years.",12000,30,40.579532,-74.150201,food,restaurants,0,0,food_restaurants
Coffee Snobs Wanted,Try my fresh roasted coffee!,1,29.95833333,33.865848,-118.083121,food,drinks,1,29.95836806,food_drinks
The Rock Bar - Mobile Bar/Event Platform,"The Rock Bar-Mobile Bar/Event Platform. Set up a bar scene, concert, or corporate social event at a moments notice just about anywhere!",200000,45,32.776475,-79.931051,food,events,0,0,food_events
Flo's Appetizing,Bringing real-deal handmade bagels to Amsterdam,25000,30,52.367573,4.904139,food,small batch,1,30,food_small batch
BONESHAKER,A Ghanaian family travels to a Pentecostal church in Louisiana to cure their violent daughter.,8000,31.06659722,29.951066,-90.071532,film & video,narrative film,1,31.06678241,film & video_narrative film
No Drip Wine Tip,"Introducing the ""No Drip Wine Tip,"" the must-have wine accessory to prevent dripping when pouring a bottle of wine!",7000,30,39.952584,-75.165222,food,drinks,0,0,food_drinks
Heart Disease Prevention In A Smartphone App | Cardiia,"Detecting cardiac diseases with a simple smartphone, without the need for external sensors or devices.",10000,30,39.683723,-75.749657,technology,apps,1,30,technology_apps
"""Love runs towards love.""",This is a new movie created by a young girl Sendy Giamattei. A romantic film that can attract an audience of various ages.,40000,29.62221065,42.88769,11.623905,film & video,romance,0,0,film & video_romance
LOBEBEATZ The first ever Wireless gauged speaker earrings,Our company lobebeatz has taken an IDEA to reality. Designing & creating the first WIRELESS gauged speaker earrings!!,15000,30,41.223,-111.97383,technology,sound,0,0,technology_sound
GLOBAL SOCIAL SECURITY (COMPUTER SOFTWARE PROTO-TYPE),FIRST CREATION OF A WORLD STANDARD OF SECURITY; ADVANCES USER ACCOUNT SECURITY AND AUTHENTICATION; PROVIDES FASTER SERVICES.,29999,13.36224537,21.306944,-157.858333,technology,software,0,0,technology_software
Tabari McCoy - The Second Album Project!,"I'm recording my second stand-up comedy album ... But I need your help to make copies you can enjoy! (That's simple, right?!)",1700,30,39.103118,-84.51202,music,comedy,1,30,music_comedy
When Our Journey Ends - A Visual Novel,Follow Mariko as she boards a train to a completely different world - A world of unbelievable beings and happenings.,350,30.04166667,1.352083,103.819836,games,video games,1,30.04167824,games_video games
ESKIMO BROTHERS new record,David Graham & the Eskimo Brothers are starting their 3rd album of original American Honky Tonk Music.,8000,30,36.162664,-86.781602,music,country & folk,1,30.00003472,music_country & folk
